recno,GaiaEDR3,RA_ICRS,DE_ICRS,Gmag,e_Gmag,plx,e_plx,Bp-Rp,e_Bp-Rp,pmRA,e_pmRA,pmDE,e_pmDE,_RA_icrs,_DE_icrs
943,68262973252098304,55.4707,24.1234,17.2258,0.0014,7.27,0.11,3.0911,0.1095,19.99,0.15,-46.08,0.09,55.4706,24.1236
1190,68263145050803840,55.5016,24.1701,18.5875,0.0021,7.05,0.22,3.7866,0.2187,21.14,0.29,-45.91,0.21,55.5015,24.1703
655,68265279651517056,55.6096,24.2354,16.259,0.0021,7.57,0.06,2.8948,0.0522,19.87,0.06,-46.1,0.05,55.6095,24.2356
481,68265588889169664,55.512,24.2099,15.2684,0.001,7.37,0.04,2.5375,0.0714,20.32,0.04,-45.86,0.03,55.5119,24.2101
561,68266787183070976,55.7047,24.1709,15.7547,0.0014,6.93,0.11,2.7978,0.0544,20.26,0.12,-43.76,0.09,55.7046,24.1711
899,68268165869533568,55.7358,24.2292,17.0948,0.0011,7.54,0.09,3.1784,0.135,19.9,0.09,-46.99,0.07,55.7357,24.2294
1023,68268303308484224,55.7553,24.2477,17.5342,0.0013,7.47,0.11,3.2894,0.1405,19.28,0.11,-45.75,0.09,55.7552,24.2479
1220,68279225408437888,55.4646,24.3241,18.9601,0.0023,7.16,0.25,3.6221,0.1786,19.82,0.29,-43.58,0.22,55.4645,24.3243
1053,68282837477714816,55.4118,24.3857,17.6336,0.0013,7.25,0.11,3.2447,0.1422,20.67,0.12,-44.7,0.09,55.4117,24.3859
1046,68283421593270400,55.3436,24.3975,17.5957,0.0016,7.42,0.13,3.4148,0.1186,20.12,0.16,-45.75,0.12,55.3435,24.3977
1097,68284104491279872,55.5563,24.3137,17.8492,0.0017,7.23,0.13,3.4578,0.1586,18.71,0.15,-45.29,0.12,55.5562,24.3139
476,68291977168100480,55.5138,24.5369,15.2524,0.001,7.22,0.03,2.5035,0.0541,19.16,0.04,-44.29,0.03,55.5137,24.5371
1224,68294309333614720,55.8172,24.3743,18.9796,0.0028,7.48,0.29,3.0378,0.1685,21.07,0.29,-44.86,0.21,55.8171,24.3745
327,68294554148575232,55.9039,24.3938,13.637,0.0011,7.4,0.02,1.8263,0.0123,19.55,0.02,-44.49,0.01,55.9038,24.394
344,68295481861500928,55.9821,24.4262,13.7673,0.0019,7.6,0.02,1.909,0.0076,21.39,0.02,-47.74,0.01,55.982,24.4264
465,68296650092601088,55.9322,24.4875,15.1475,7.0E-4,7.32,0.04,2.5051,0.0674,19.11,0.04,-46.18,0.03,55.9321,24.4877
123,68296890611072384,56.0149,24.504,10.5297,7.0E-4,7.39,0.02,0.9041,9.0E-4,22.07,0.02,-45.87,0.01,56.0148,24.5042
969,68298093201624960,55.8358,24.4429,17.3233,0.0016,7.58,0.11,3.2673,0.1326,21.34,0.11,-45.45,0.08,55.8357,24.4431
170,68303487680516224,56.1096,24.5895,11.2828,0.0035,7.47,0.02,1.0796,4.0E-4,19.66,0.03,-46.05,0.02,56.1095,24.5897
586,68303659479211776,56.0401,24.5894,15.8638,6.0E-4,7.23,0.05,2.7482,0.0907,20.89,0.06,-44.31,0.04,56.04,24.5896
695,68303728198686080,56.0795,24.5883,16.3973,0.0011,7.29,0.06,2.9261,0.0952,19.38,0.07,-45.98,0.05,56.0794,24.5885
36,68306099020642432,56.0012,24.5568,8.0416,4.0E-4,7.41,0.03,0.2723,3.0E-4,20.53,0.03,-46.19,0.02,56.0011,24.557
502,68308882159427840,56.1067,24.6812,15.432,0.0012,7.78,0.04,2.7471,0.0654,20.98,0.06,-46.98,0.04,56.1066,24.6814
251,68310359628169472,56.0914,24.7682,12.5533,0.0014,7.41,0.02,1.3938,0.0032,21.24,0.03,-46.65,0.01,56.0913,24.7684
140,68310359628169088,56.0856,24.7727,10.8478,0.0014,7.24,0.1,1.1081,8.0E-4,20.78,0.13,-46.37,0.08,56.0855,24.7729
70,68310561489710336,55.7297,24.4929,9.3706,2.0E-4,7.27,0.02,0.6564,0.0031,21.21,0.02,-45.12,0.02,55.7296,24.4931
431,68314414077327744,55.8045,24.6552,14.8898,7.0E-4,7.22,0.03,2.4324,0.0614,20.55,0.03,-43.95,0.03,55.8044,24.6554
192,68317609532996480,55.7624,24.6696,11.6849,0.0011,7.42,0.02,1.1234,0.002,19.45,0.02,-46.25,0.01,55.7623,24.6698
463,68317746971945600,55.7907,24.6923,15.114,0.001,7.68,0.07,2.633,0.0697,23.19,0.08,-48.14,0.06,55.7906,24.6925
1268,68318086273228416,55.7508,24.7311,20.3707,0.0071,7.13,0.87,3.4417,0.3311,22.39,1.04,-46.03,0.65,55.7507,24.7313
1029,68319529381881344,55.8746,24.6564,17.5508,0.0012,7.58,0.13,3.2488,0.104,20.78,0.15,-48.25,0.1,55.8745,24.6566
128,68322145018429952,56.0581,24.7792,10.6001,4.0E-4,7.33,0.02,0.8874,0.0023,20.64,0.02,-45.24,0.01,56.058,24.7794
878,68322454256073344,56.0457,24.8126,17.0237,0.0013,7.34,0.1,2.9751,0.0906,19.09,0.14,-44.4,0.08,56.0456,24.8128
338,68323485048225152,55.9674,24.8414,13.7349,0.002,7.37,0.02,1.8592,0.0077,21.08,0.03,-44.26,0.02,55.9673,24.8416
536,68323966084583680,55.8006,24.7457,15.6494,8.0E-4,7.28,0.04,2.9633,0.0761,19.6,0.05,-46.92,0.04,55.8005,24.7459
390,68325649711754880,55.7732,24.8244,14.4184,0.001,7.31,0.03,2.5224,0.0299,18.42,0.05,-46.97,0.03,55.7731,24.8246
597,68327402058399232,55.8676,24.8918,15.9658,0.001,7.4,0.05,2.7952,0.0678,20.93,0.07,-45.63,0.05,55.8675,24.892
185,68334235349446528,55.1281,24.4871,11.5097,0.0012,7.37,0.03,1.108,0.0019,21.82,0.04,-44.17,0.03,55.128,24.4873
855,68334617603435648,55.1088,24.5368,16.9258,0.001,7.03,0.08,2.9326,0.0792,19.97,0.09,-43.83,0.08,55.1087,24.537
471,68348155340347776,55.1009,24.5843,15.1771,0.001,7.3,0.03,2.4608,0.0608,20.82,0.04,-44.24,0.03,55.1008,24.5845
676,68354374452892160,55.0079,24.7737,16.3293,0.001,7.55,0.06,2.9359,0.1019,21.63,0.07,-46.38,0.05,55.0078,24.7739
528,68356367317952256,55.1669,24.7357,15.6038,9.0E-4,7.55,0.04,2.6467,0.0689,21.05,0.05,-47.19,0.04,55.1668,24.7359
948,68356367317952128,55.1657,24.7356,17.2434,0.0012,7.66,0.1,3.1731,0.0978,20.52,0.12,-46.59,0.09,55.1656,24.7358
347,68363411064150272,55.5899,24.6645,13.8305,0.0016,7.37,0.02,1.9059,0.0101,20.38,0.02,-45.17,0.02,55.5898,24.6647
314,68364544935515392,55.5163,24.7123,13.5206,0.003,7.82,0.19,1.7993,7.0E-4,22.21,0.23,-46.62,0.17,55.5162,24.7125
322,68364544933829376,55.5159,24.7125,13.5972,0.0015,7.49,0.06,1.8733,9.0E-4,21.72,0.07,-45.29,0.06,55.5158,24.7127
1177,68364643718417280,55.4987,24.7049,18.4682,0.0022,6.99,0.22,3.4309,0.1611,18.19,0.24,-41.18,0.16,55.4986,24.7051
965,68367190635351936,55.6301,24.8225,17.3055,0.0011,7.38,0.09,3.211,0.1624,20.14,0.11,-45.81,0.08,55.63,24.8227
478,68378563708730624,55.6195,25.0166,15.2655,5.0E-4,7.45,0.05,2.53,0.1028,20.52,0.07,-46.81,0.03,55.6194,25.0168
1006,68381793524163968,55.4161,24.8749,17.4623,0.0016,7.48,0.12,3.2758,0.1328,21.26,0.15,-46.41,0.1,55.416,24.8751
887,68385057699293056,55.4463,25.0059,17.0512,0.0013,7.51,0.1,3.1405,0.0927,21.94,0.14,-45.31,0.09,55.4462,25.0061
237,68390417818463872,55.6151,25.0468,12.3766,0.0019,7.13,0.02,1.3087,0.0021,19.37,0.02,-43.27,0.01,55.615,25.047
602,68390830135333504,55.5002,25.0296,15.9818,0.0016,7.26,0.06,2.8223,0.0757,19.93,0.08,-45.04,0.05,55.5001,25.0298
596,68395399980532864,55.3906,25.1133,15.9652,0.0013,7.29,0.05,2.8377,0.0774,19.96,0.08,-44.17,0.05,55.3905,25.1135
805,68395606138958592,55.4053,25.1423,16.7538,0.0011,7.52,0.08,3.0822,0.1031,20.63,0.12,-46.29,0.07,55.4052,25.1425
210,68398732874994944,54.1264,24.012,11.9781,8.0E-4,7.03,0.01,1.1978,0.0035,19.76,0.02,-43.17,0.01,54.1263,24.0122
640,68433814167849728,54.5086,24.3374,16.1796,0.0018,7.21,0.06,2.8751,0.0389,20.7,0.08,-43.69,0.05,54.5085,24.3376
115,68444878003882240,54.737,24.5696,10.3789,9.0E-4,7.16,0.02,0.82,6.0E-4,20.16,0.02,-43.46,0.02,54.7369,24.5698
832,68448142178730752,54.5544,24.6379,16.847,0.0012,7.33,0.08,3.0869,0.1543,21.09,0.1,-45.71,0.07,54.5543,24.6381
992,68449757086421760,54.7258,24.7042,17.4073,0.0014,7.86,0.1,3.4549,0.0927,21.82,0.12,-46.97,0.09,54.7257,24.7044
718,68452265347345664,54.36,24.5668,16.4826,0.0015,7.68,0.06,2.9601,0.0995,21.87,0.07,-47.39,0.05,54.3599,24.567
1069,68458514523905408,54.3925,24.7041,17.6934,0.0014,7.19,0.11,3.2443,0.1613,20.08,0.15,-44.22,0.11,54.3924,24.7043
990,68468203969427200,54.448,24.896,17.4058,0.0012,7.03,0.09,3.2277,0.1248,19.98,0.11,-43.85,0.09,54.4479,24.8962
782,68475904847290240,53.7935,24.5317,16.6671,9.0E-4,7.17,0.08,3.0019,0.0941,20.71,0.08,-42.99,0.06,53.7934,24.5319
598,68505110624876032,54.1141,24.688,15.9734,9.0E-4,7.57,0.05,2.8779,0.1125,21.94,0.05,-46.73,0.04,54.114,24.6882
446,68506347575444096,54.2646,24.743,15.0238,8.0E-4,7.39,0.03,2.499,0.0604,20.06,0.04,-45.4,0.03,54.2645,24.7432
896,68513356962056704,54.3779,24.8483,17.0715,0.0012,7.65,0.08,3.1822,0.1211,22.35,0.12,-46.41,0.09,54.3778,24.8485
810,68514559552895488,54.3428,24.9043,16.785,0.0014,7.15,0.07,2.97,0.1314,20.01,0.1,-43.75,0.07,54.3427,24.9045
485,68530124514310912,53.9571,25.0799,15.3214,6.0E-4,7.27,0.04,2.5127,0.0735,21.32,0.04,-43.71,0.03,53.957,25.0801
20,68540535515653504,54.7781,24.7027,7.1034,4.0E-4,7.7,0.03,0.0387,1.0E-4,21.69,0.04,-47.26,0.03,54.778,24.7029
977,68556508497159936,55.0077,25.072,17.3492,0.0033,7.26,0.17,3.4976,0.1336,20.46,0.18,-46.09,0.12,55.0076,25.0722
1007,68559738312482048,54.8198,24.9606,17.4644,0.0015,7.31,0.12,3.4465,0.175,20.23,0.13,-42.69,0.1,54.8197,24.9608
550,68580530251050496,55.1299,25.1479,15.7091,0.001,7.21,0.06,3.0489,0.0914,20.73,0.07,-45.34,0.04,55.1298,25.1481
1113,68581694185489920,55.247,25.1986,17.9394,0.0021,7.31,0.18,3.4785,0.141,21.12,0.22,-45.97,0.14,55.2469,25.1988
997,68584034944338560,55.378,25.1977,17.4269,0.0022,7.05,0.14,3.2168,0.047,20.27,0.18,-44.67,0.11,55.3779,25.1979
294,68587161680620288,55.4957,25.3288,13.3443,0.001,7.33,0.03,2.0467,0.0117,20.1,0.04,-44.18,0.03,55.4956,25.329
902,68591456647799552,55.3529,25.3848,17.0998,0.0013,7.11,0.1,3.0725,0.1241,19.45,0.14,-43.17,0.09,55.3528,25.385
52,68593346433465856,54.9633,25.1947,8.7543,7.0E-4,7.0,0.02,0.487,2.0E-4,19.75,0.02,-43.07,0.01,54.9632,25.1949
447,68595751615127296,55.0622,25.3217,15.0245,8.0E-4,7.43,0.03,2.4482,0.0621,21.09,0.04,-46.23,0.02,55.0621,25.3219
853,68600321460320768,55.0461,25.3906,16.9254,0.0011,7.54,0.08,3.0742,0.1075,20.39,0.11,-45.91,0.07,55.046,25.3908
1112,68605058807852928,55.2673,25.507,17.9363,0.0018,7.04,0.14,3.3526,0.127,19.96,0.17,-45.81,0.13,55.2672,25.5072
938,68606918530067072,55.1358,25.4778,17.2128,0.0015,7.44,0.1,3.1731,0.1045,20.17,0.13,-46.17,0.09,55.1357,25.478
533,68607090328759040,55.0961,25.4964,15.6196,0.0016,7.62,0.1,2.9674,0.0568,21.04,0.13,-45.87,0.09,55.096,25.4966
298,68618978798306432,54.7029,25.1886,13.3923,0.0014,7.28,0.02,1.9789,0.0075,18.92,0.03,-45.44,0.02,54.7028,25.1888
312,68620868583787904,54.7205,25.2362,13.4976,0.0011,7.78,0.02,1.7857,0.0111,22.11,0.02,-47.33,0.01,54.7204,25.2364
901,68624613795266432,54.601,25.3302,17.0968,0.0012,7.14,0.09,3.2256,0.1218,19.26,0.1,-44.09,0.07,54.6009,25.3304
201,68660244843997312,55.0502,25.6421,11.8621,0.0016,7.21,0.03,1.2396,0.0014,18.35,0.04,-47.55,0.03,55.0501,25.6423
856,68660554081641472,55.025,25.6723,16.9285,0.0012,7.35,0.07,3.0768,0.1059,20.99,0.1,-45.58,0.07,55.0249,25.6725
543,68672717428941184,54.8056,25.7303,15.6805,0.0019,7.31,0.13,2.9924,0.0847,21.68,0.17,-47.09,0.11,54.8055,25.7305
973,68828225308044288,52.7971,24.2322,17.3285,0.0014,7.64,0.11,3.1752,0.1713,22.44,0.12,-45.87,0.1,52.797,24.2324
1270,68951233172322816,52.5965,25.0396,20.4582,0.008,7.56,1.2,3.3287,0.3138,23.82,1.81,-45.37,1.16,52.5964,25.0398
341,68956803745067520,52.7997,25.1649,13.7457,9.0E-4,7.64,0.06,1.9092,0.0132,21.46,0.07,-44.99,0.05,52.7996,25.1651
135,69250235911393408,53.5076,24.8807,10.7202,0.001,7.16,0.02,0.8998,8.0E-4,21.3,0.02,-44.66,0.02,53.5075,24.8809
699,69294010218010240,54.0222,25.3508,16.4183,0.0013,7.59,0.06,2.9261,0.0933,21.29,0.07,-46.61,0.06,54.0221,25.351
466,69294319455655808,53.9836,25.3664,15.1542,8.0E-4,7.36,0.03,2.502,0.0527,22.34,0.04,-45.53,0.03,53.9835,25.3666
37,69335619861034752,52.8166,25.2553,8.0884,3.0E-4,7.62,0.03,0.3206,4.0E-4,22.62,0.04,-46.76,0.02,52.8165,25.2555
271,69335619861034624,52.8159,25.2557,12.9447,0.0027,7.64,0.08,,,21.23,0.1,-47.29,0.08,52.8158,25.2559
857,69351219182301184,53.5562,25.4236,16.9291,0.0011,7.31,0.08,3.0932,0.095,20.97,0.12,-45.56,0.09,53.5561,25.4238
403,69400010010608768,54.3507,25.7221,14.5381,0.001,7.52,0.03,2.2601,0.0324,21.76,0.03,-46.73,0.02,54.3506,25.7223
584,69409424578948608,53.9596,25.7056,15.8459,0.0012,7.36,0.05,2.8109,0.069,21.81,0.05,-46.01,0.04,53.9595,25.7058
1255,69448899622936704,54.5426,26.1257,19.8118,0.0044,7.53,0.49,3.553,0.1891,20.61,0.52,-43.96,0.48,54.5425,26.1259
1059,69486733990130048,53.6732,26.1574,17.6537,0.002,7.28,0.15,3.4567,0.1068,21.29,0.18,-44.54,0.12,53.6731,26.1576
787,69502298951642496,54.4071,26.351,16.6821,8.0E-4,7.72,0.07,2.9965,0.0953,22.01,0.08,-48.34,0.06,54.407,26.3512
1263,69545935818482560,52.6856,25.652,20.1794,0.0057,7.54,0.77,3.3442,0.212,21.14,1.08,-46.08,0.97,52.6855,25.6522
255,69575313395795584,53.2517,25.9958,12.6161,7.0E-4,7.45,0.02,1.4382,0.0057,21.27,0.02,-45.86,0.01,53.2516,25.996
1234,69583177479805824,52.8363,25.9592,19.285,0.0031,7.43,0.31,3.5656,0.182,23.23,0.38,-48.1,0.31,52.8362,25.9594
392,69583456653826048,52.8111,25.9809,14.4527,8.0E-4,7.34,0.02,2.1985,0.0428,21.75,0.03,-44.74,0.02,52.811,25.9811
231,69585140280997760,52.8249,26.0286,12.3085,0.001,7.22,0.02,1.2808,0.0038,21.07,0.02,-43.68,0.01,52.8248,26.0288
1014,69585140280997888,52.8242,26.0285,17.4964,0.0019,7.33,0.15,,,21.77,0.18,-44.68,0.17,52.8241,26.0287
778,69704643451409792,53.6981,26.3703,16.6544,0.0013,7.38,0.06,2.9519,0.1069,20.76,0.08,-45.31,0.07,53.698,26.3705
1242,69783842646586624,53.5334,26.8747,19.4388,0.0039,7.35,0.44,3.3654,0.168,19.78,0.43,-43.29,0.35,53.5333,26.8749
1052,69806039039416832,56.2774,24.6784,17.6223,0.0019,7.53,0.11,3.4046,0.0841,20.24,0.15,-44.81,0.09,56.2773,24.6786
733,69807963184755840,56.2548,24.7779,16.527,9.0E-4,7.48,0.06,2.9899,0.0948,20.7,0.08,-46.87,0.05,56.2547,24.7781
395,69810093488518784,56.348,24.8506,14.4673,0.0015,7.16,0.05,2.2318,0.0217,20.86,0.06,-44.54,0.04,56.3479,24.8508
394,69811364798863744,56.1035,24.7682,14.4636,0.0021,7.38,0.03,2.2354,0.0152,20.01,0.04,-45.87,0.02,56.1034,24.7684
122,69811639676769536,56.0838,24.796,10.4735,0.0014,7.51,0.02,0.8707,6.0E-4,19.9,0.03,-46.57,0.02,56.0837,24.7962
85,69811948914407168,56.1699,24.8183,9.7155,5.0E-4,7.49,0.02,0.7057,0.0011,20.24,0.03,-45.45,0.02,56.1698,24.8185
5,69812945346809600,56.2907,24.8391,5.6404,6.0E-4,7.22,0.06,-0.0805,0.0,20.22,0.07,-46.12,0.04,56.2906,24.8393
603,69812945346809344,56.2866,24.8419,15.9918,0.0013,7.38,0.08,2.613,0.0104,20.86,0.26,-45.36,0.13,56.2865,24.8421
272,69814388455816960,56.2092,24.9109,12.9856,0.0011,7.47,0.02,1.5627,0.0081,20.09,0.02,-48.02,0.01,56.2091,24.9111
1259,69816102146573440,56.3808,24.8797,19.9573,0.0048,6.91,0.52,2.5908,0.1502,19.9,0.64,-43.58,0.52,56.3807,24.8799
80,69819027020489088,56.3506,24.8858,9.5705,3.0E-4,7.38,0.02,0.6846,0.0012,20.54,0.02,-45.57,0.01,56.3505,24.886
58,69819404977607168,56.337,24.9219,8.9008,3.0E-4,7.31,0.04,0.6206,0.0013,20.36,0.04,-44.16,0.03,56.3369,24.9221
287,69823940463098752,56.1139,24.8438,13.2807,0.001,7.5,0.03,2.0093,0.0102,20.68,0.04,-48.99,0.03,56.1138,24.844
1151,69823940463098112,56.1133,24.845,18.2444,0.0017,7.5,0.17,3.1904,0.0794,20.83,0.21,-47.79,0.14,56.1132,24.8452
591,69824249700740736,56.1029,24.8647,15.922,0.0014,7.34,0.07,3.0222,0.08,20.01,0.08,-47.63,0.05,56.1028,24.8649
1026,69824730737081600,56.0471,24.8761,17.5378,0.0015,7.3,0.12,3.2501,0.1091,21.31,0.15,-44.48,0.1,56.047,24.8763
451,69829541100441600,55.9864,24.9933,15.0509,9.0E-4,7.49,0.04,2.4658,0.0529,21.27,0.05,-45.12,0.03,55.9863,24.9935
867,69834282744302208,56.2621,25.0887,16.9738,0.0015,7.39,0.08,3.1722,0.1089,20.69,0.08,-45.79,0.06,56.262,25.0889
261,69834759483788928,56.3065,25.0876,12.7773,0.0015,7.51,0.02,1.4643,0.0039,20.59,0.02,-46.25,0.01,56.3064,25.0878
320,69834866859848192,56.3257,25.0993,13.57,0.002,7.44,0.02,1.7812,0.0059,20.86,0.02,-46.29,0.01,56.3256,25.0995
868,69837134602589952,56.2147,25.0878,16.9763,0.0012,7.16,0.08,3.1792,0.1253,19.55,0.08,-45.86,0.07,56.2146,25.088
996,69838131035001856,56.1341,25.1366,17.4249,0.001,7.66,0.1,3.1728,0.104,21.46,0.11,-48.07,0.08,56.134,25.1368
264,69838302833692160,56.1561,25.1376,12.7919,9.0E-4,7.64,0.02,1.5025,0.0071,22.08,0.02,-46.67,0.01,56.156,25.1378
124,69840879814047872,56.2668,25.2576,10.5468,5.0E-4,7.43,0.02,0.8807,0.0016,18.65,0.02,-45.41,0.02,56.2667,25.2578
748,69841257769938944,56.5828,24.9835,16.5709,0.0028,7.0,0.28,3.0229,0.0776,18.49,0.37,-45.94,0.24,56.5827,24.9837
118,69847610026687104,56.6141,25.1353,10.402,7.0E-4,7.44,0.02,0.837,9.0E-4,20.87,0.02,-45.54,0.02,56.614,25.1355
448,69854348831573504,56.7252,25.2456,15.0387,0.001,7.18,0.03,2.4484,0.0476,19.38,0.04,-43.66,0.03,56.7251,25.2458
759,69856272976786560,56.6967,25.3479,16.5927,0.001,7.56,0.07,3.1942,0.1402,20.88,0.09,-46.92,0.06,56.6966,25.3481
178,69857235049588736,56.8118,25.3716,11.4254,0.0011,7.47,0.02,1.0868,0.0016,19.56,0.02,-45.94,0.02,56.8117,25.3718
468,69858094042908928,56.7699,25.3804,15.1614,0.0021,7.18,0.13,2.8249,0.0372,20.58,0.17,-45.01,0.12,56.7698,25.3806
827,69859124835119360,56.4665,25.167,16.831,0.0012,7.37,0.08,3.1244,0.1056,18.78,0.08,-45.5,0.06,56.4664,25.1672
479,69859262274067584,56.4888,25.1867,15.2656,7.0E-4,6.99,0.08,2.7637,0.0681,20.31,0.08,-46.49,0.06,56.4887,25.1869
376,69860293066219136,56.4128,25.2242,14.2562,0.0019,7.28,0.02,2.1212,0.0129,19.83,0.03,-45.08,0.02,56.4127,25.2244
433,69863454162150656,56.3209,25.2631,14.9204,9.0E-4,7.32,0.04,2.6992,0.0602,19.93,0.03,-43.96,0.03,56.3208,25.2633
149,69864313155605120,56.3141,25.2893,11.0102,9.0E-4,7.43,0.03,1.0158,0.0012,20.04,0.03,-45.97,0.02,56.314,25.2895
952,69864313154046592,56.3152,25.2897,17.2718,0.0048,7.36,0.14,1.7594,0.01,19.15,0.15,-47.95,0.11,56.3151,25.2899
537,69871219462957952,56.6908,25.4582,15.6527,8.0E-4,7.42,0.04,2.7009,0.0874,20.65,0.05,-46.51,0.03,56.6907,25.4584
35,69872044096705664,56.4965,25.3984,8.0167,3.0E-4,7.41,0.03,0.2772,4.0E-4,20.32,0.04,-45.41,0.03,56.4964,25.3986
345,69873418486230272,56.516,25.4528,13.8111,6.0E-4,7.32,0.02,1.872,0.0211,22.57,0.02,-44.96,0.02,56.5159,25.453
187,69874243118711040,56.5832,25.4754,11.5182,0.001,7.38,0.03,,,19.17,0.03,-45.8,0.02,56.5831,25.4756
225,69876506565909632,55.861,24.9941,12.2381,0.0017,7.52,0.03,1.3596,0.0018,19.04,0.05,-44.59,0.03,55.8609,24.9943
180,69876712724339456,55.9515,25.0042,11.434,0.0023,7.44,0.02,1.1085,8.0E-4,19.86,0.03,-45.6,0.02,55.9514,25.0044
604,69876923179646080,55.9519,25.0434,15.9939,0.0011,7.2,0.06,3.0451,0.1023,19.28,0.08,-46.13,0.05,55.9518,25.0436
356,69877163697813248,55.9499,25.053,13.9155,0.0013,7.48,0.02,1.9273,0.0144,20.98,0.03,-46.05,0.02,55.9498,25.0532
1125,69877468638718720,55.8663,25.0279,18.0523,0.0017,7.45,0.15,3.8538,0.1387,18.0,0.2,-45.17,0.14,55.8662,25.0281
416,69878503727603072,56.0096,25.0648,14.7058,6.0E-4,7.47,0.03,2.3262,0.0501,20.53,0.03,-44.5,0.02,56.0095,25.065
